RDS_E_t           ; ORCA_E_t          ; RDS_E_v           ; ORCA_E_v          ; RDS_N_ttg         ; ORCA_N_ttg        ; RDS_N_v           ; ORCA_N_v          ; RDS_rob_track_err ; ORCA_rob_track_err; RDS_collisions    ; ORCA_collisions   
0.999834; 0.999834; 1.00219; 1.00191; 1.04417; 1.03393; 1.02541; 1.05733; 0.676484; 0.494224; 0; 0
0.995404; 0.999686; 1.01313; 1.00318; 1.04567; 0.985196; 1.26572; 1.39902; 0.321287; 0.852076; 0; 0
0.995628; 0.99983; 1.00356; 1.00244; 1.05141; 0.991924; 1.32888; 1.36536; 0.858497; 0.751866; 0; 0
0.999822; 0.999822; 1.00382; 1.00365; 0.99166; 0.99166; 1.27675; 1.28407; 0.453656; 0.940867; 0; 0
0.999803; 0.999842; 1.0042; 1.00271; 0.99249; 0.99253; 1.26847; 1.26478; 0.279443; 0.941386; 0; 0
1.00098; 1.00122; 0.997781; 0.99944; 0.996755; 0.993418; 1.13398; 1.11874; 1.25053; 1.95849; 0; 0
0.999821; 0.999821; 1.0028; 1.00221; 0.991643; 0.991643; 1.95974; 2.09177; 0.359114; 1.13511; 0; 0
1.00134; 1.00125; 0.996871; 1.00013; 0.997168; 0.998934; 1.19734; 1.02885; 1.77758; 4.29441; 0; 0
1.00118; 1.00112; 0.998193; 0.996283; 0.994826; 0.994884; 1.09331; 1.10739; 2.47452; 1.38014; 0; 0
1.00922; 1.00532; 0.988833; 0.998665; 1.00038; 0.998182; 1.29278; 1.22401; 3.30059; 5.59839; 0; 0
1.00212; 1.00088; 0.987841; 0.992321; 1.00612; 1.01205; 0.85834; 0.964069; 1.27725; 4.55978; 0; 3
1.01496; 0.997542; 0.991113; 1.0163; 1.02233; 1.05747; 0.792443; 0.665386; 2.58361; 4.30359; 0; 1
1.00903; 1.00129; 1.00317; 0.980198; 1.04291; 0.999789; 0.606984; 1.02041; 3.98691; 3.24308; 0; 0
0.995258; 1.00224; 0.995641; 0.986722; 1.00984; 0.99407; 0.800783; 0.826436; 3.46738; 8.09771; 0; 2
0.994638; 0.982419; 0.997682; 0.998224; 1.00895; 1.02346; 0.786814; 0.988393; 2.62009; 3.05413; 0; 1
0.994489; 0.987647; 1.0144; 1.01489; 0.984673; 0.981691; 0.889933; 1.09604; 3.56907; 7.1806; 0; 0
0.99539; 0.987477; 1.00642; 0.991628; 0.987794; 1.01121; 0.955741; 1.03213; 5.75855; 5.9361; 0; 4
1.01101; 1.00857; 0.998465; 1.00038; 1.00166; 1.00979; 0.979078; 1.10401; 1.6188; 1.63452; 0; 0
1.00315; 1.00463; 1.00776; 1.00665; 1.01164; 1.00331; 0.905772; 0.891474; 3.19645; 3.27137; 0; 0
0.995987; 0.997636; 1.00231; 1.00218; 1.00933; 0.992979; 0.812665; 0.989358; 4.12396; 0.959805; 0; 0
0.999655; 0.999981; 0.988754; 0.99148; 1.00144; 0.999984; 1.15915; 1.11894; 2.26937; 5.89911; 0; 9
0.99745; 0.999953; 0.99328; 0.995644; 1.01238; 0.999902; 1.02278; 1.05583; 1.19926; 2.64245; 0; 3
0.99603; 0.994558; 1.02857; 1.02808; 1.01777; 0.988598; 1.29421; 1.24074; 6.34219; 2.16613; 0; 0
0.996834; 0.992483; 1.0177; 1.01388; 0.995733; 1.02317; 0.922983; 1.08924; 3.19409; 3.25551; 0; 2
1.0041; 1.00074; 0.995022; 0.989726; 1.00842; 1.01018; 1.02959; 1.09727; 6.08196; 5.52915; 0; 2
1.00639; 1.00659; 0.989856; 0.990549; 1.00579; 1.00202; 0.990145; 0.900907; 7.85582; 5.32304; 0; 0
1.00007; 0.999925; 0.992137; 0.993201; 0.999287; 0.999362; 1.01562; 1.04027; 1.46174; 3.13364; 0; 2
0.999678; 0.998641; 1.02934; 1.03006; 0.988392; 0.990828; 1.40741; 1.57099; 3.034; 3.79976; 0; 0
0.996063; 0.996773; 1.00222; 0.997732; 1.02408; 1.01694; 0.819834; 0.866884; 1.25398; 1.74599; 0; 0
0.995902; 0.999598; 1.00041; 0.998182; 1.01987; 0.978018; 0.848652; 0.831096; 1.6643; 1.95711; 0; 0
0.999824; 1.00082; 1.01892; 1.01595; 1.01031; 0.993748; 1.31313; 1.20208; 0.948526; 1.60913; 0; 0
0.992067; 0.994307; 1.00631; 0.994994; 1.02278; 1.01005; 1.08683; 0.9899; 5.83544; 8.78032; 0; 6
0.994698; 0.992215; 1.00293; 1.00057; 1.02451; 1.01175; 1.06611; 0.913001; 2.91655; 6.03302; 0; 2
0.990094; 0.995907; 1.00761; 1.00176; 1.02119; 1.00244; 1.13095; 0.897936; 6.20301; 6.6279; 0; 0
1.00907; 0.997384; 1.00532; 1.0151; 0.999897; 0.979762; 1.33539; 1.39585; 1.32406; 1.88294; 0; 0
0.998355; 1.01453; 1.01221; 0.999849; 1.0068; 0.987026; 1.32404; 1.42961; 1.70973; 1.84026; 0; 0
0.994337; 1.00075; 0.99927; 0.992407; 0.997083; 1.00042; 1.13539; 1.10275; 0.558925; 1.13568; 0; 0
0.998796; 1.0028; 0.992672; 0.988594; 1.02986; 0.998065; 1.17522; 1.21046; 0.46401; 3.03106; 0; 0
0.998643; 1.00142; 1.01726; 1.01087; 0.976292; 0.98156; 1.52445; 1.52812; 0.289804; 0.987846; 0; 0
0.986442; 0.997076; 1.02368; 1.01119; 1.04341; 1.01488; 1.05686; 0.989811; 3.78728; 4.41944; 0; 0
1.00893; 1.01773; 1.01232; 0.997677; 1.02253; 1.00454; 1.00623; 1.09495; 3.47946; 5.33277; 0; 0
1.00321; 1.00129; 1.0063; 1.00245; 0.999165; 1.00394; 1.18437; 1.18909; 3.32386; 4.15759; 0; 3
1.00948; 1.00974; 0.997057; 0.992064; 1.00555; 1.00172; 1.1256; 1.20848; 6.50984; 8.08078; 0; 0
1.00324; 1.00325; 1.02456; 1.02269; 0.990384; 0.984401; 1.21; 1.05648; 2.50028; 6.89324; 0; 0
1.00178; 1.00128; 0.989878; 0.988717; 1.0007; 0.999384; 1.28941; 1.17757; 0.736776; 1.06664; 0; 0
0.996529; 0.996539; 1.01073; 1.00504; 0.99599; 0.999108; 1.25615; 1.18061; 3.21821; 3.11759; 0; 0
0.990297; 1.00532; 1.0278; 0.998328; 1.0748; 1.00308; 1.15787; 1.01525; 6.45966; 2.42971; 0; 0
0.997393; 1.00291; 1.00111; 0.99222; 1.03101; 0.99893; 0.878017; 1.1013; 5.00736; 3.69783; 0; 0
0.991112; 0.996261; 1.02661; 1.02763; 1.00946; 1.00439; 1.50802; 1.35633; 6.01807; 6.94988; 0; 0
1.00164; 0.998982; 1.00615; 1.00523; 1.00718; 1.00491; 1.79717; 1.77579; 2.26408; 7.66565; 0; 0
1.00277; 1.00326; 1.02183; 1.02976; 1.01522; 1.00643; 1.665; 1.1993; 4.18581; 3.38055; 0; 0
0.999954; 0.999954; 1.0005; 0.998977; 0.998521; 0.998521; 1.01405; 1.00719; 2.04293; 2.34925; 0; 0
0.997195; 0.9999; 1.00954; 1.00666; 0.994364; 0.996907; 1.23763; 1.24202; 0.92529; 0.732276; 0; 0
0.999951; 0.999951; 0.999799; 0.999858; 0.998292; 0.998292; 1.10725; 1.05154; 2.71566; 0.768583; 0; 0
1.00207; 0.999845; 1.00697; 1.00336; 1.00183; 1.0004; 1.27199; 1.29209; 1.15503; 3.3233; 0; 1
0.999959; 0.995948; 1.01482; 1.02056; 0.998524; 1.00147; 0.920507; 1.01765; 4.18972; 1.29219; 0; 0
0.989287; 0.99999; 1.02454; 1.00576; 1.05657; 0.999651; 1.06235; 1.01511; 3.75435; 2.38958; 0; 0
0.997963; 1; 1.00328; 0.999924; 1.007; 1; 1.11637; 1.15405; 3.26066; 0.764729; 0; 0
1; 1; 0.998715; 0.997583; 1; 1; 1.14549; 1.17409; 0.115464; 0.563654; 0; 0
0.999993; 0.999993; 0.998134; 0.997707; 0.999729; 0.999729; 0.912206; 0.895608; 0.16644; 0.429613; 0; 0
0.99987; 0.99987; 0.99199; 0.99193; 0.995398; 0.995398; 1.67625; 1.67773; 0.117879; 0.0950946; 0; 0
0.995702; 0.999897; 1.00929; 1.00046; 1.01373; 0.995172; 1.02537; 1.50572; 2.14183; 5.04763; 0; 0
0.999619; 0.998961; 0.991671; 0.989759; 0.981933; 0.98183; 1.14234; 1.08; 0.228931; 0.53755; 0; 0
0.999692; 1.00482; 1.00761; 0.991973; 1.03827; 0.99977; 0.701567; 0.912081; 2.80319; 3.44864; 0; 1
0.996362; 0.999809; 1.00779; 1.00693; 1.02627; 0.989212; 0.802591; 0.881984; 0.659563; 1.57121; 0; 0
0.999856; 0.996573; 1.0197; 1.01351; 1.00724; 1.00423; 0.74564; 0.746834; 8.45236; 7.41019; 0; 0
0.99134; 0.985295; 0.993054; 1.02003; 0.998813; 1.03129; 1.17382; 1.11102; 1.63708; 1.0503; 0; 0
0.996349; 0.999523; 1.00575; 0.998005; 1.00765; 1.00093; 1.22677; 1.22873; 1.27229; 1.17177; 0; 0
0.990406; 1.00231; 1.0189; 0.985589; 1.00085; 1.0058; 1.25252; 1.18284; 0.295783; 1.02509; 0; 0
0.997194; 1.00342; 1.00627; 0.985343; 1.07374; 1.00312; 0.962733; 1.19695; 2.2958; 0.940684; 0; 0
0.996228; 1.00021; 1.01072; 1.01392; 1.00844; 0.99306; 1.27332; 1.31789; 0.256816; 1.02503; 0; 0
1.00674; 1.00891; 0.991491; 0.986282; 1.03463; 0.995617; 1.231; 1.03343; 3.16337; 1.01062; 0; 0
0.994701; 1.0009; 1.01625; 1.01463; 0.963496; 0.965488; 1.314; 1.17305; 2.37625; 2.44368; 0; 0
0.988262; 1.00391; 1.01231; 0.981849; 1.05258; 0.995548; 1.29846; 1.19593; 2.86515; 2.14242; 0; 0
0.990688; 0.996486; 1.01251; 1.01852; 1.02563; 0.999903; 1.22542; 0.935888; 6.71716; 4.87117; 0; 0
0.994432; 0.999804; 1.02566; 1.02644; 1.01935; 0.995573; 0.891875; 1.12945; 6.10412; 2.71725; 0; 0
0.999324; 0.999327; 1.00467; 1.00171; 0.978858; 0.97886; 0.973677; 0.768414; 0.777353; 0.509173; 0; 0
1.00065; 1.00485; 0.997207; 0.992918; 1.01096; 0.983398; 1.26799; 1.33266; 0.151532; 0.533132; 0; 0
0.998017; 0.999639; 1.03806; 1.01385; 1.07616; 1.03109; 0.796952; 1.03025; 0.88402; 0.385829; 0; 0
0.999852; 0.995488; 0.989802; 0.985641; 0.995347; 1.01285; 0.875184; 0.910971; 0.158346; 0.77258; 0; 0
0.99446; 0.994578; 0.999512; 0.990414; 1.01967; 1.01511; 1.04654; 1.05293; 1.4055; 3.38445; 0; 0
1; 0.998053; 1.02196; 1.03184; 1; 1.00383; 0.990777; 1.08746; 4.56276; 4.98703; 0; 0
1; 0.999868; 1.02892; 1.03112; 1; 1.00022; 0.973289; 1.16278; 3.97225; 5.88589; 0; 0
0.993125; 0.99104; 1.00611; 1.0039; 1.0201; 1.01279; 1.12148; 1.12149; 1.65994; 2.41367; 0; 1
0.995133; 0.999996; 1.01972; 1.01636; 1.00926; 0.999856; 1.13059; 1.01374; 3.66575; 5.20547; 0; 0
1; 0.995972; 1.01783; 1.02227; 1; 1.01018; 1.16658; 1.10293; 0.835922; 2.22784; 0; 0
1; 1; 1.02089; 1.02099; 1; 1; 1.83349; 1.9327; 0.343005; 0.887859; 0; 0
1; 0.994671; 1.01668; 1.01456; 1; 1.03519; 1.58957; 1.63892; 0.454285; 0.906659; 0; 0
0.998327; 1.00866; 1.00541; 0.987558; 0.994654; 0.998641; 0.922466; 0.852647; 0.59859; 1.40673; 0; 0
1.01144; 1.00924; 0.994551; 0.995738; 1.00699; 1.01708; 0.749374; 0.986108; 6.75891; 4.31335; 0; 3
1.00165; 1.01152; 0.972103; 0.979824; 1.03795; 1.0154; 0.736143; 0.796451; 2.0582; 2.16651; 0; 0
1.00339; 1.0038; 0.996717; 0.9992; 1.06256; 1.01283; 0.712314; 0.793908; 1.24535; 1.08702; 0; 0
1.00404; 1.00922; 1.0005; 1.0075; 1.0524; 1.0511; 0.698671; 0.711189; 1.27594; 1.68478; 0; 0
0.994582; 0.999415; 0.994445; 0.977959; 0.99926; 0.979646; 0.647186; 0.772689; 0.390035; 1.01104; 0; 0
0.993403; 0.99946; 0.992412; 0.96357; 1.03205; 1.01498; 0.558007; 0.675341; 0.874865; 1.67771; 0; 0
1.00579; 0.999932; 0.983766; 0.920725; 0.997992; 0.981136; 0.624489; 0.710753; 0.415774; 1.47943; 0; 0
1.00734; 1.00061; 0.991189; 0.984364; 1.01408; 1.02148; 0.551469; 0.646503; 2.00865; 3.08002; 0; 1
0.998093; 0.996301; 1.00246; 1.00141; 1.00271; 1.02979; 0.512713; 0.659206; 1.87315; 3.83393; 0; 0
0.990858; 1.00228; 1.03672; 1.00261; 1.03055; 1.02534; 0.59434; 0.677075; 2.1006; 2.78416; 0; 0
0.991436; 0.991688; 1.00976; 1.00221; 1.0716; 1.04509; 0.710034; 0.7698; 3.63195; 3.86818; 0; 1
1.00281; 1.00692; 0.982845; 0.975406; 1.02054; 0.995282; 0.548624; 0.567846; 0.907103; 1.4556; 0; 0
1.00503; 0.997386; 0.990932; 0.986377; 0.99098; 0.996263; 0.86616; 0.84105; 2.13528; 2.3128; 0; 0
1.00023; 0.997847; 0.999153; 1.00164; 0.980619; 0.979956; 0.919871; 0.90137; 1.87526; 3.07157; 0; 0
0.998592; 0.998793; 1.00561; 1.00686; 1.01066; 1.01469; 1.01752; 1.08965; 0.233824; 0.682097; 0; 0
1.00407; 1.00882; 0.999883; 0.998784; 1.02317; 1.00841; 1.04364; 0.941502; 2.4078; 4.61819; 0; 1
0.990376; 1.00313; 0.992161; 0.992172; 0.999019; 0.992009; 1.05843; 1.0378; 2.22491; 3.36707; 0; 2
0.989097; 0.98818; 1.02328; 1.01307; 1.01572; 0.989905; 0.926897; 1.10655; 4.58759; 1.15669; 0; 0
0.985097; 0.995223; 1.02977; 0.99976; 1.04257; 1.00115; 0.840811; 0.874019; 5.52132; 6.34458; 0; 0
0.995934; 0.999765; 0.993732; 0.993173; 1.03748; 0.987056; 0.787326; 0.825084; 0.282787; 0.382304; 0; 0
0.990959; 0.999475; 0.998811; 0.988882; 1.01912; 1.00326; 1.04819; 0.798548; 3.5352; 6.33818; 0; 2
1.01215; 1.00514; 0.985485; 1.00081; 1.00315; 1.01455; 0.826852; 0.797151; 2.93113; 3.48585; 0; 0
0.995327; 0.992076; 1.01026; 1.0008; 1.00828; 0.986112; 0.697185; 0.519196; 2.20727; 4.74024; 0; 0
0.995076; 0.999632; 0.997167; 0.99245; 1.00838; 1.0013; 0.691501; 0.928564; 5.37084; 4.08913; 0; 0
0.999994; 0.999993; 0.995785; 0.992288; 1.00034; 0.999626; 0.923185; 0.724361; 1.44765; 4.89028; 0; 3
0.997601; 0.99908; 0.99884; 0.975318; 1.00465; 0.997043; 0.776785; 0.709758; 3.15506; 4.48648; 0; 0
1.00731; 1.00578; 0.992092; 0.986112; 0.995228; 0.992668; 0.879359; 0.842834; 1.10729; 2.73306; 0; 0
0.999464; 0.999912; 1.01097; 1.00768; 0.998494; 0.99492; 0.837531; 0.962033; 3.00174; 8.67568; 0; 0
1.00193; 1.003; 0.98403; 0.98618; 0.988673; 0.999261; 0.760874; 0.857278; 0.755712; 2.57126; 0; 0
0.992981; 1.00064; 0.99643; 0.994306; 1.03377; 1.00547; 0.427055; 0.584972; 2.74637; 3.66443; 0; 0
1.00541; 1.0004; 0.990236; 0.984676; 0.995223; 0.995206; 0.740878; 0.699804; 0.545703; 3.15948; 0; 1
1.00561; 1.00345; 0.987874; 0.986663; 0.993439; 0.990486; 0.760809; 0.675427; 0.58013; 2.9618; 0; 1
0.993272; 1.0059; 1.00879; 1.0032; 1.02474; 0.997886; 0.963102; 0.820181; 2.7693; 4.03973; 0; 0
0.999733; 0.99972; 0.991456; 0.991846; 0.990737; 0.988298; 0.605336; 0.547387; 0.25132; 0.2646; 0; 0
0.999026; 1.00236; 1.0063; 0.998597; 0.997974; 0.995813; 0.876791; 0.63766; 1.66397; 3.93075; 0; 0
1.00384; 1.00795; 1.00564; 0.992443; 0.988659; 0.996046; 0.998013; 0.949747; 2.83969; 5.28427; 0; 0
0.991274; 0.999927; 1.01047; 1.00386; 1.04965; 0.997338; 0.765948; 0.84656; 3.11326; 1.88949; 0; 0
0.999997; 0.999997; 1.01101; 1.01109; 0.99988; 0.99988; 1.17635; 1.3238; 0.790929; 1.04655; 0; 0
0.999777; 0.999777; 1.00284; 1.00072; 0.992092; 0.992092; 1.21904; 1.15144; 0.128406; 0.809403; 0; 0
1.00291; 0.999207; 0.990152; 0.98584; 0.998742; 0.998063; 0.858582; 0.820406; 0.671795; 3.51012; 0; 2
1.00557; 1.00406; 0.993488; 0.991099; 1.04402; 1.02604; 0.643446; 0.754279; 3.21639; 1.97471; 0; 0
0.99969; 0.996275; 0.993318; 0.993926; 1.06077; 1.07117; 0.526669; 0.480366; 2.02811; 3.19823; 0; 0
1.01515; 1.00657; 0.985313; 0.987531; 1.00554; 0.993978; 0.899811; 0.884567; 1.57706; 3.88279; 0; 1
1.00856; 1.01294; 1.00259; 0.998313; 1.03262; 1.00391; 0.552612; 0.515784; 1.73271; 2.33343; 0; 0
1.01089; 1.01371; 0.993993; 0.990128; 0.999113; 0.997089; 0.819615; 0.698128; 4.26741; 2.08855; 0; 0
1.00754; 0.998159; 0.996467; 0.998228; 1.00326; 0.999924; 0.903833; 0.876271; 4.05828; 4.92051; 0; 1
1.00528; 0.999592; 0.985386; 0.989313; 1.01128; 1.0132; 0.879387; 0.969493; 1.42425; 3.07518; 0; 1
1.00093; 1.00122; 1.01989; 1.01557; 1.00062; 1.00213; 0.976933; 0.853436; 1.31659; 3.95052; 0; 0
0.999518; 1.00164; 1.00347; 0.994042; 0.976889; 0.977487; 0.677842; 0.86741; 0.503876; 4.09054; 0; 0
0.988444; 1.00765; 1.01024; 0.965217; 1.06064; 1.00497; 0.43725; 0.623781; 2.89405; 4.60827; 0; 0
0.999904; 0.999978; 0.996047; 0.994345; 0.985921; 0.986814; 0.665898; 0.672789; 0.458773; 1.09836; 0; 0
0.988355; 0.999653; 1.021; 0.997349; 1.02847; 0.991187; 0.581554; 0.828261; 3.09138; 2.41324; 0; 0
1.00544; 1.00552; 0.996665; 0.997389; 0.981381; 0.985315; 0.777189; 0.63358; 0.620321; 4.06527; 0; 0
1.00448; 1.00448; 0.993557; 0.991847; 0.999964; 0.999964; 0.792197; 0.531914; 4.6233; 6.04245; 0; 0
0.997007; 1.00034; 1.0036; 0.997429; 1.00328; 0.998128; 0.77164; 0.861279; 2.94701; 2.11176; 0; 0
0.999646; 0.999646; 0.994701; 0.985264; 0.984187; 0.984913; 0.716823; 0.648297; 1.40801; 5.36664; 0; 0
0.999663; 0.999651; 0.988688; 0.97408; 1.00871; 0.984988; 0.748852; 0.781139; 0.595117; 3.18662; 0; 1
1.0034; 1.0014; 0.984376; 0.983521; 0.996006; 0.992054; 0.931327; 0.991139; 0.360477; 0.76274; 0; 0
1.00393; 1.0039; 1.02477; 1.02311; 0.984382; 0.978929; 0.674862; 0.644135; 5.4475; 7.5123; 0; 0
1.00367; 1.00257; 1.00238; 1.00571; 0.996481; 0.99255; 0.959512; 0.923423; 4.28199; 9.66475; 0; 0
0.999604; 0.999589; 1.01746; 1.01794; 0.992382; 0.989975; 0.894586; 1.00669; 5.06967; 10.6268; 0; 0
0.999982; 0.999982; 0.989175; 0.989464; 0.999376; 0.999376; 1.0815; 1.03711; 0.778469; 3.02775; 0; 0
0.999906; 0.99995; 0.991035; 0.989928; 0.999183; 1; 1.09165; 1.05509; 0.787402; 1.79994; 0; 0
0.995781; 0.997921; 1.00732; 1.0053; 0.99656; 0.995913; 0.967355; 1.13462; 3.99271; 2.42504; 0; 0
0.995861; 0.998899; 1.0055; 0.98799; 1.01764; 1.00626; 1.07281; 0.986733; 1.37307; 2.23845; 0; 0
1.001; 1.00099; 1.02447; 1.016; 0.996195; 0.99618; 1.11054; 1.13972; 5.26186; 5.57686; 0; 1
0.999722; 1.00439; 1.00255; 0.995959; 1.00192; 0.994808; 1.14739; 0.727354; 0.535729; 5.27448; 0; 0
0.999749; 0.999749; 1.00162; 1.00174; 0.99181; 0.99181; 1.10681; 1.06562; 0.219568; 0.81668; 0; 0
0.999679; 0.999679; 1.02408; 1.02401; 0.989329; 0.989329; 0.81553; 0.762329; 1.4506; 0.0332219; 0; 0
0.999844; 0.999844; 1.00334; 1.00334; 0.995184; 0.995184; 0.68211; 0.685746; 0.0508713; 0.00987938; 0; 0
0.997552; 0.9997; 0.986058; 0.983714; 1.0033; 0.993073; 0.973133; 1.06296; 0.564678; 1.45753; 0; 0
0.996025; 1; 0.99667; 0.989382; 1.01993; 1; 0.921018; 0.876482; 1.06431; 2.14396; 0; 0
0.994604; 0.997377; 1.01087; 0.98705; 1.08193; 1.05302; 0.6064; 0.783115; 1.58259; 1.94217; 0; 0
0.983754; 0.994584; 1.00493; 0.989533; 1.08185; 1.03605; 0.932969; 0.891323; 1.55745; 2.11935; 0; 0
0.995163; 0.999218; 0.988546; 0.984306; 1.02332; 1.00427; 0.953034; 0.925648; 0.443267; 1.97895; 0; 0
1.00004; 1.00004; 0.988068; 0.988377; 0.999471; 0.999481; 0.992756; 1.03835; 0.757529; 1.83399; 0; 3
0.997321; 0.999227; 1.04135; 1.04096; 0.993609; 0.984212; 0.686537; 0.512903; 4.60425; 8.37491; 0; 0
0.998632; 0.998396; 0.995255; 0.995819; 1.00061; 1.0002; 0.706049; 0.820745; 0.532099; 2.13784; 0; 0
0.999607; 0.999584; 0.990686; 0.98934; 0.993861; 0.994852; 0.613056; 0.690362; 0.326741; 0.983636; 0; 0
0.999006; 1.00054; 0.997004; 0.996359; 0.964241; 0.983751; 0.699444; 0.549422; 1.80178; 0.754215; 0; 0
0.999124; 0.991337; 0.99889; 1.00367; 0.987525; 0.998051; 0.757617; 0.830222; 1.19873; 1.24827; 0; 0
1.00056; 1.00067; 0.991356; 0.994432; 0.961136; 0.960898; 0.635496; 0.652296; 0.278363; 1.44787; 0; 0
1.00614; 0.998161; 0.987869; 0.997021; 0.976291; 1.00531; 0.691105; 0.736271; 0.852886; 1.40357; 0; 0
1.01342; 1.01384; 0.987326; 0.98398; 1.0005; 1.00046; 1.53922; 1.57232; 3.16122; 4.18883; 0; 0
0.999684; 0.999249; 1.01273; 1.02693; 1.03403; 1.02787; 1.60253; 1.62029; 0.774941; 0.395715; 0; 0
0.99725; 0.999837; 1.00036; 1.00046; 1.01237; 0.990755; 1.08841; 0.94478; 2.22046; 0.47981; 0; 0
1; 0.996235; 1.00395; 1.00994; 1; 1.01802; 0.842293; 0.807314; 1.42738; 1.01431; 0; 0
0.982778; 0.996678; 1.03695; 1.00496; 1.0583; 1.01553; 0.72923; 0.793227; 2.86567; 1.62325; 0; 1
1.00001; 1.00128; 1.00832; 0.998864; 0.995951; 1.01785; 0.751321; 1.15502; 0.614162; 6.16976; 0; 0
0.99095; 0.999801; 1.00023; 0.970294; 1.00545; 0.994705; 0.949686; 1.14318; 0.575085; 0.563447; 0; 0
0.99905; 1.00489; 0.998742; 0.999153; 1.00123; 0.998995; 1.15986; 0.938707; 0.720509; 4.64329; 0; 0
0.993287; 1.00143; 1.00088; 0.994068; 1.0046; 0.996342; 1.10487; 1.12277; 0.623604; 3.72836; 0; 0
0.998784; 1.00171; 0.995176; 0.986638; 0.99887; 1.00207; 1.13576; 1.18577; 1.00917; 2.65535; 0; 0
0.99756; 1.00011; 1.00772; 0.985167; 1.0197; 0.994787; 1.19448; 1.23762; 1.3056; 1.55549; 0; 0
0.996301; 0.999819; 1.0022; 0.99622; 1.01709; 1.00208; 1.11694; 1.11703; 1.7608; 2.46273; 0; 0
1.01566; 1.01567; 0.998329; 0.99719; 0.997019; 0.996366; 1.09426; 0.867917; 6.35206; 5.83146; 0; 0
0.996062; 0.997369; 1.02526; 1.02069; 1.01992; 1.03181; 1.26835; 1.3443; 2.39559; 2.57314; 0; 0
1.00016; 0.994498; 1.0019; 0.990187; 0.988515; 1.00064; 0.877081; 0.909295; 0.653428; 0.47255; 0; 0
0.996577; 1.00118; 0.993314; 0.990351; 1.00629; 0.993043; 1.05905; 1.05869; 0.537539; 1.33992; 0; 0
0.993643; 1; 1.0291; 1.01747; 1.02897; 1; 1.35208; 1.31547; 2.88689; 3.52976; 0; 1
1.00407; 1.00407; 1.00212; 0.993539; 1; 1; 1.0485; 1.10508; 0.990761; 2.0235; 0; 0
0.999694; 0.999686; 0.995944; 0.993878; 0.990088; 0.99008; 0.966998; 0.90189; 2.07748; 1.52443; 0; 0
0.995292; 1.00116; 1.01309; 1.00894; 1.03399; 1; 0.85418; 0.863284; 1.38113; 1.63994; 0; 0
0.996108; 0.999894; 1.00146; 0.996648; 1.01458; 0.996267; 0.887214; 0.854304; 1.39533; 1.40151; 0; 0
1; 1; 0.996684; 0.995225; 1; 1; 0.820329; 0.859651; 0.67123; 0.958632; 0; 0
0.992907; 0.996945; 1.01252; 1.01142; 1.04513; 1.03525; 0.951555; 0.917161; 1.39599; 2.69053; 0; 0
0.994488; 1; 1.02466; 1.0106; 1.03256; 1; 1.06847; 1.06408; 1.65436; 2.64918; 0; 0
1; 1; 1.02846; 1.02348; 1; 1; 1.161; 1.23833; 0.215958; 0.521758; 0; 0
0.989643; 0.992064; 1.00283; 0.979874; 1.01108; 1.02276; 0.914757; 1.1249; 1.13462; 2.81831; 0; 0
0.999425; 0.999425; 0.992562; 0.992562; 0.968588; 0.968588; 0.628051; 0.66533; 0.100752; 0.502486; 0; 0
1.00366; 1.00735; 0.997951; 0.993648; 0.996138; 0.983056; 0.952401; 1.01103; 1.40613; 2.06751; 0; 0
0.999545; 0.999607; 1.00444; 0.998073; 0.984578; 0.982555; 1.31457; 1.27693; 1.0116; 1.92977; 0; 1
0.999716; 0.996943; 1.00388; 1.00822; 0.985157; 0.994667; 1.21569; 1.21827; 0.74277; 1.6364; 0; 0
0.999761; 0.999761; 1.00523; 1.00565; 0.9879; 0.9879; 1.24111; 1.0183; 1.46091; 1.84894; 0; 0
0.999821; 0.999879; 1.01645; 1.01583; 1.02034; 1.01848; 1.65022; 1.68545; 0.223835; 0.558881; 0; 0
0.999023; 0.99972; 1.02415; 1.02108; 1.01325; 1.01295; 1.4604; 1.44359; 0.610585; 0.862183; 0; 0
1.00146; 1.00146; 1.00951; 0.993937; 0.999918; 0.999918; 0.918205; 0.919056; 4.00813; 5.32792; 0; 0
0.998704; 0.996757; 1.03201; 1.02202; 0.998227; 1.00225; 1.03477; 0.837122; 2.98509; 5.71741; 0; 0
0.999687; 1.00103; 1.00186; 0.990206; 0.998678; 1.00578; 0.981859; 1.06928; 1.49443; 3.35535; 0; 0
0.999795; 0.999215; 1.00052; 0.9827; 0.997638; 1.00929; 1.00324; 1.19033; 1.22362; 2.42579; 0; 0
0.988657; 0.999584; 0.999434; 0.997853; 1.01727; 0.992535; 1.21603; 1.28905; 4.50782; 1.54426; 0; 0
0.996223; 0.999996; 1.00887; 0.991939; 1.00391; 0.996054; 1.18017; 1.25195; 4.22558; 2.73104; 0; 0
0.989194; 1.01041; 1.01895; 1.00283; 0.993047; 0.996384; 1.13102; 1.17672; 5.27842; 1.76561; 0; 0
0.999702; 0.990147; 0.997126; 1.0075; 0.98702; 1.00658; 1.56872; 1.10742; 0.093321; 7.34768; 0; 0
1.00649; 1.00046; 0.995388; 1.00172; 0.998947; 0.990578; 1.27391; 1.38837; 2.90951; 3.3075; 0; 0
0.999037; 0.986489; 0.999938; 1.00426; 0.996288; 0.989514; 1.26713; 1.26469; 3.6; 1.9786; 0; 2
